TradeID,Portfolio,Trader,Symbol,Quantity,Price,Side,TradeDate,SettlementDate,Exchange,Currency,AssetClass,Sector,Broker,Counterparty,Commission
4150,ETF,Sarah,NVDA,100,33.01,BUY,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Campbell, Burns and Keller",1.65
4151,Growth,Cheryl,NVDA,1000,139.87,BUY,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,JPMorgan,"Green, Salazar and Clay",69.94
4152,Retirement,Shannon,PFE,500,55.12,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Healthcare,UBS,Nelson-Huynh,13.78
4153,Balanced,Sheri,JNJ,500,484.96,BUY,2026-07-17,2026-07-19,NYSE,USD,Equity,Healthcare,Citi,Cooke Inc,121.24
4154,Retirement,Jay,AMZN,500,107.63,BUY,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Consumer,Bank of America,"Patel, Rivas and Terry",26.91
4155,Balanced,Matthew,BAC,500,142.66,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Bank of America,"Greer, Davis and Meyer",35.66
4156,Growth,Jennifer,WFC,100,125.94,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,JPMorgan,Jackson and Sons,6.3
4157,Growth,Robert,GS,1000,110.36,BUY,2026-07-21,2026-07-23,NYSE,USD,Equity,Financial,Morgan Stanley,Hobbs-Woods,55.18
4158,Growth,Elizabeth,JPM,1000,466.61,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Morgan Stanley,Brown Inc,233.31
4159,Income,William,GOOGL,500,392.04,BUY,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,Citi,"Johnson, Gomez and Hopkins",98.01
4160,Retirement,Cody,JPM,200,172.92,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Financial,Morgan Stanley,Bailey Group,17.29
4161,Growth,Curtis,AMZN,1000,164.44,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Consumer,Bank of America,"Johnson, Frazier and Gonzales",82.22
4162,Income,William,MSFT,100,363.04,BUY,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,Bank of America,Bradley-Coffey,18.15
4163,Balanced,Timothy,TSLA,500,349.58,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Auto,UBS,"Bell, Vaughan and Johnson",87.39
4164,Retirement,Bruce,XOM,100,116.74,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Bank of America,Gray and Sons,5.84
4165,ETF,Zachary,XOM,1000,93.98,BUY,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,JPMorgan,"Roberts, Smith and Pacheco",46.99
4166,ETF,Brandy,XOM,200,102.33,BUY,2026-07-11,2026-07-13,NYSE,USD,Equity,Energy,Citi,"Escobar, Martinez and Stewart",10.23
4167,Income,John,JPM,1000,443.72,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,Citi,Kennedy Inc,221.86
4168,Growth,Julie,CVX,1000,137.22,BUY,2026-07-07,2026-07-09,NYSE,USD,Equity,Energy,Bank of America,Patterson-Green,68.61
4169,ETF,Christy,MSFT,100,65.37,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,Goldman Sachs,Ross PLC,3.27
4170,Growth,Timothy,AMZN,1000,212.01,SELL,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Consumer,Bank of America,Archer-Mendoza,106.0
4171,ETF,Laura,GOOGL,500,169.5,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,UBS,"Williams, Marquez and Pope",42.38
4172,Balanced,Kenneth,NVDA,200,281.56,BUY,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Technology,Citi,Walsh-Walker,28.16
4173,ETF,Regina,NVDA,100,402.63,SELL,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,Morgan Stanley,Miller-Sampson,20.13
4174,ETF,Stephen,NVDA,100,295.1,BUY,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,Citi,Stewart-Woods,14.76
4175,Income,Benjamin,TSLA,500,225.27,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Auto,Citi,Bell-Bell,56.32
4176,Income,Andrea,AAPL,500,352.46,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,Goldman Sachs,Rivera Ltd,88.11
4177,Retirement,Paul,PFE,500,278.88,BUY,2026-07-28,2026-07-30,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Wright, Gonzalez and Mayer",69.72
4178,Growth,Martin,AMZN,100,172.76,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Consumer,Bank of America,Rogers-Ford,8.64
4179,Balanced,Amy,XOM,500,55.92,BUY,2026-07-22,2026-07-24,NYSE,USD,Equity,Energy,Bank of America,"Reyes, Hernandez and Brooks",13.98
4180,Balanced,Jason,AMZN,100,81.56,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Consumer,Morgan Stanley,"Ellis, Hamilton and Gardner",4.08
4181,Balanced,Robert,PFE,100,426.31,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Healthcare,UBS,Delacruz Ltd,21.32
4182,Income,Ann,NVDA,500,156.49,BUY,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Technology,Citi,"Brown, Hunter and Johnson",39.12
4183,Growth,Hannah,MSFT,1000,444.2,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,Goldman Sachs,Green PLC,222.1
4184,Growth,Carol,NVDA,100,441.28,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Bank of America,Koch LLC,22.06
4185,Balanced,Kevin,WFC,1000,109.75,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,Bank of America,Barry-Harvey,54.88
4186,Balanced,Thomas,MSFT,1000,348.78,BUY,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Mercado, Schneider and Rodriguez",174.39
4187,ETF,Amber,GOOGL,1000,128.68,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Bank of America,Buckley-Baker,64.34
4188,Growth,Joseph,NVDA,200,457.55,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,UBS,Holmes-Carroll,45.76
4189,Growth,David,BAC,100,93.04,BUY,2026-07-21,2026-07-23,NYSE,USD,Equity,Financial,JPMorgan,Carpenter-Wright,4.65
4190,Growth,Kenneth,META,500,160.83,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,UBS,"Stanley, Zuniga and Parsons",40.21
4191,Retirement,Gregory,META,500,228.28,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,Citi,Adkins and Sons,57.07
4192,Income,Tony,META,1000,349.89,BUY,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,JPMorgan,"Simon, Stevens and Mcclure",174.94
4193,Growth,Lisa,JNJ,200,274.12,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Healthcare,Goldman Sachs,Lopez-Jones,27.41
4194,Retirement,Nicole,GOOGL,100,386.3,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,UBS,Roach-Lyons,19.32
4195,Balanced,Jeremy,MSFT,100,128.54,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Morgan Stanley,Williamson PLC,6.43
4196,Retirement,James,AMZN,100,265.11,SELL,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Lucero and Sons,13.26
4197,Growth,William,BAC,1000,113.66,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Financial,Bank of America,Buck Ltd,56.83
4198,Growth,Cynthia,TSLA,200,157.99,SELL,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Auto,Citi,"Petty, Reid and Carter",15.8
4199,Income,Alex,WFC,500,278.01,SELL,2026-07-21,2026-07-23,NYSE,USD,Equity,Financial,Morgan Stanley,Harrison-Smith,69.5
4200,Retirement,Richard,CVX,200,369.87,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,JPMorgan,Parsons-Mccarthy,36.99
4201,Income,Tricia,META,100,127.28,SELL,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,Bank of America,Whitaker-Walker,6.36
4202,ETF,Lisa,AAPL,100,220.01,BUY,2026-07-08,2026-07-10,NASDAQ,USD,Equity,Technology,UBS,"Escobar, Leach and Lee",11.0
4203,ETF,Stacy,META,100,421.41,BUY,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,UBS,"Adams, Miller and Heath",21.07
4204,Income,Paula,NVDA,500,246.46,BUY,2026-07-13,2026-07-15,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Kirk, Williams and Scott",61.62
4205,Balanced,Erin,WFC,1000,256.73,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Financial,Citi,"Galvan, Smith and Mueller",128.37
4206,Income,Michael,AMZN,100,233.72,SELL,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Consumer,JPMorgan,Smith Group,11.69
4207,Growth,Heather,BAC,500,355.2,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Financial,Bank of America,Smith-Jensen,88.8
4208,Growth,Aaron,CVX,1000,87.95,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Bank of America,Sexton Group,43.98
4209,ETF,Sarah,GOOGL,200,422.76,BUY,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Technology,JPMorgan,Pierce-Gomez,42.28
4210,Income,Christopher,WFC,1000,180.19,SELL,2026-07-10,2026-07-12,NYSE,USD,Equity,Financial,Citi,Duffy PLC,90.09
4211,ETF,Elizabeth,AMZN,200,96.79,SELL,2026-07-21,2026-07-23,NASDAQ,USD,Equity,Consumer,JPMorgan,Kennedy-Henry,9.68
4212,Balanced,Cynthia,JPM,100,177.65,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Financial,Morgan Stanley,Santana-Boone,8.88
4213,Growth,Caleb,WFC,1000,406.48,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,JPMorgan,"Townsend, Guzman and Gonzalez",203.24
4214,Balanced,Timothy,WFC,1000,458.86,BUY,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,Morgan Stanley,Williams LLC,229.43
4215,Income,Jeffrey,META,100,403.16,BUY,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,UBS,Garcia-Jones,20.16
4216,Balanced,Robert,META,200,482.62,SELL,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,Morgan Stanley,Hernandez-Potter,48.26
4217,Growth,Brittney,BAC,1000,61.48,BUY,2026-07-03,2026-07-05,NYSE,USD,Equity,Financial,Morgan Stanley,Burns Group,30.74
4218,Growth,Nicolas,META,200,472.23,SELL,2026-07-04,2026-07-06,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Garrett, Brown and Perkins",47.22
4219,Income,Jennifer,JPM,100,442.49,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,UBS,Nelson Group,22.12
4220,ETF,Kayla,JNJ,500,103.6,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Healthcare,UBS,Reynolds Group,25.9
4221,ETF,Lisa,WFC,100,97.01,SELL,2026-07-02,2026-07-04,NYSE,USD,Equity,Financial,Morgan Stanley,Reynolds-Davis,4.85
4222,ETF,Trevor,JNJ,500,55.7,SELL,2026-07-25,2026-07-27,NYSE,USD,Equity,Healthcare,Morgan Stanley,Davis Group,13.93
4223,Balanced,Eric,GS,1000,62.69,BUY,2026-07-13,2026-07-15,NYSE,USD,Equity,Financial,Bank of America,White-Malone,31.35
4224,Income,Rachel,AMZN,100,377.57,BUY,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Consumer,UBS,Arellano-Duncan,18.88
4225,Retirement,Martin,WFC,100,366.7,BUY,2026-07-03,2026-07-05,NYSE,USD,Equity,Financial,Goldman Sachs,Bernard-Carr,18.34
4226,Retirement,John,CVX,500,256.82,SELL,2026-07-24,2026-07-26,NYSE,USD,Equity,Energy,Citi,"Koch, Taylor and Wang",64.2
4227,Retirement,Patrick,JNJ,500,39.76,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Healthcare,Goldman Sachs,Myers LLC,9.94
4228,Retirement,Heather,CVX,1000,241.68,SELL,2026-07-20,2026-07-22,NYSE,USD,Equity,Energy,Morgan Stanley,"Holmes, Vaughn and Thompson",120.84
4229,Balanced,James,GOOGL,500,322.29,BUY,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Lewis, Flynn and Powell",80.57
4230,Retirement,Sarah,WFC,1000,314.97,BUY,2026-07-03,2026-07-05,NYSE,USD,Equity,Financial,JPMorgan,"Watkins, Baldwin and Adams",157.49
4231,Balanced,Stacey,AAPL,500,128.75,BUY,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Technology,Bank of America,Hopkins-Thomas,32.19
4232,Retirement,Roger,XOM,200,227.14,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Energy,UBS,Mason PLC,22.71
4233,Balanced,Ashley,GOOGL,200,419.32,SELL,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Technology,Goldman Sachs,Joseph Ltd,41.93
4234,ETF,Michael,XOM,1000,155.95,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Energy,JPMorgan,"Thompson, Mejia and Gonzalez",77.98
4235,ETF,Jose,META,100,394.06,BUY,2026-07-28,2026-07-30,NASDAQ,USD,Equity,Technology,Citi,Bowers and Sons,19.7
4236,Retirement,Alexander,AAPL,1000,34.5,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Technology,Morgan Stanley,Lopez Group,17.25
4237,Retirement,Tiffany,XOM,500,280.28,BUY,2026-07-03,2026-07-05,NYSE,USD,Equity,Energy,Morgan Stanley,Hurley-Owens,70.07
4238,Growth,Christopher,WFC,100,103.28,BUY,2026-07-11,2026-07-13,NYSE,USD,Equity,Financial,UBS,"Taylor, Manning and West",5.16
4239,ETF,Jeremiah,TSLA,200,71.94,BUY,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Auto,UBS,"Sherman, Coleman and Hill",7.19
4240,Retirement,Nicholas,GOOGL,200,69.12,SELL,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,UBS,Graham-Gill,6.91
4241,ETF,Dawn,CVX,500,185.3,SELL,2026-07-04,2026-07-06,NYSE,USD,Equity,Energy,Bank of America,Byrd-Hopkins,46.33
4242,Growth,Eric,TSLA,200,26.64,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Auto,UBS,"Richmond, White and Luna",2.66
4243,ETF,Mitchell,JNJ,500,477.31,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Wells, Foley and Cook",119.33
4244,Income,Jeremy,AAPL,200,177.41,SELL,2026-07-10,2026-07-12,NASDAQ,USD,Equity,Technology,Bank of America,"Bailey, Schwartz and Boyd",17.74
4245,Balanced,Megan,XOM,100,136.76,BUY,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Morgan Stanley,Butler and Sons,6.84
4246,Retirement,Christopher,TSLA,500,29.58,SELL,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Auto,Bank of America,Mccullough-Spears,7.4
4247,ETF,Alexander,WFC,1000,330.06,SELL,2026-07-12,2026-07-14,NYSE,USD,Equity,Financial,Goldman Sachs,Ewing Group,165.03
4248,ETF,Jennifer,JPM,200,331.55,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Financial,UBS,Gutierrez Ltd,33.16
4249,Growth,Stephanie,GOOGL,200,55.88,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Gonzalez, Taylor and Daniel",5.59
4250,ETF,Bailey,XOM,500,312.14,SELL,2026-07-23,2026-07-25,NYSE,USD,Equity,Energy,Bank of America,Tyler Ltd,78.03
4251,Income,Luis,BAC,500,174.42,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Financial,Bank of America,"Williams, Myers and Rivas",43.61
4252,Balanced,Victor,CVX,100,288.28,BUY,2026-07-21,2026-07-23,NYSE,USD,Equity,Energy,Morgan Stanley,Solis-Higgins,14.41
4253,Income,Donald,CVX,500,496.24,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Energy,Citi,Hicks-Gray,124.06
4254,Income,Amy,PFE,100,291.89,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,JPMorgan,Mccarthy and Sons,14.59
4255,ETF,Natasha,GOOGL,1000,378.99,SELL,2026-07-17,2026-07-19,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Rodriguez, Hunt and Cook",189.5
4256,Retirement,Cameron,JNJ,500,258.96,BUY,2026-07-26,2026-07-28,NYSE,USD,Equity,Healthcare,Citi,"Jones, Cantu and Cummings",64.74
4257,Growth,Emily,JPM,1000,268.6,BUY,2026-07-23,2026-07-25,NYSE,USD,Equity,Financial,Goldman Sachs,Hale-Boyle,134.3
4258,Income,Shawn,META,500,229.65,SELL,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,JPMorgan,"Wright, Glass and Richards",57.41
4259,ETF,Brandy,JNJ,100,117.8,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Healthcare,UBS,Green-Williams,5.89
4260,ETF,Charles,PFE,100,399.2,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Bank of America,Neal-French,19.96
4261,ETF,Jody,NVDA,1000,128.7,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Morgan Stanley,Brady LLC,64.35
4262,Income,Daniel,JNJ,100,365.78,BUY,2026-07-04,2026-07-06,NYSE,USD,Equity,Healthcare,Citi,Olson Ltd,18.29
4263,ETF,Mary,TSLA,100,240.62,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Auto,Bank of America,Mills Ltd,12.03
4264,Growth,Sharon,GS,200,38.13,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,JPMorgan,Irwin-Rodriguez,3.81
4265,Retirement,Sandra,MSFT,200,383.82,BUY,2026-07-06,2026-07-08,NASDAQ,USD,Equity,Technology,Citi,"Jackson, Lara and Stuart",38.38
4266,Balanced,Gregory,META,200,322.1,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Citi,Sims LLC,32.21
4267,ETF,Ricardo,GS,200,307.38,BUY,2026-07-19,2026-07-21,NYSE,USD,Equity,Financial,Morgan Stanley,"Bowers, Morrison and Matthews",30.74
4268,Income,Jacob,META,200,29.65,SELL,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Technology,Morgan Stanley,Lopez-Berry,2.96
4269,Retirement,David,JNJ,500,306.31,SELL,2026-07-05,2026-07-07,NYSE,USD,Equity,Healthcare,Citi,Phillips LLC,76.58
4270,Income,Drew,CVX,100,332.94,SELL,2026-07-18,2026-07-20,NYSE,USD,Equity,Energy,Bank of America,Gallagher Inc,16.65
4271,Growth,Tammy,BAC,100,190.05,BUY,2026-07-30,2026-08-01,NYSE,USD,Equity,Financial,Bank of America,Sanchez-Parker,9.5
4272,ETF,Caitlyn,AMZN,500,140.56,BUY,2026-07-02,2026-07-04,NASDAQ,USD,Equity,Consumer,Goldman Sachs,"Stevenson, Duncan and Phillips",35.14
4273,Income,John,JPM,500,341.45,BUY,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,Citi,"Ferguson, Mathews and Jones",85.36
4274,Income,Jessica,BAC,200,182.95,SELL,2026-07-26,2026-07-28,NYSE,USD,Equity,Financial,UBS,Cunningham-Leach,18.3
4275,ETF,Kenneth,AMZN,200,109.28,SELL,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Consumer,Goldman Sachs,Shaw-Sparks,10.93
4276,Income,Mary,NVDA,100,491.35,BUY,2026-07-14,2026-07-16,NASDAQ,USD,Equity,Technology,Bank of America,Jones-Lopez,24.57
4277,ETF,Shawna,AMZN,500,359.81,BUY,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Consumer,UBS,Walters Group,89.95
4278,Growth,James,WFC,100,487.57,SELL,2026-07-22,2026-07-24,NYSE,USD,Equity,Financial,UBS,Harris-Allen,24.38
4279,Growth,Xavier,PFE,500,265.46,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Healthcare,Morgan Stanley,"Horton, Henderson and Briggs",66.36
4280,ETF,Jamie,NVDA,100,426.5,SELL,2026-07-26,2026-07-28,NASDAQ,USD,Equity,Technology,UBS,Taylor Inc,21.32
4281,Retirement,Jerry,JPM,200,449.39,BUY,2026-07-11,2026-07-13,NYSE,USD,Equity,Financial,Citi,Alvarez Group,44.94
4282,Balanced,Ryan,GS,100,195.66,SELL,2026-07-31,2026-08-02,NYSE,USD,Equity,Financial,Morgan Stanley,Anderson-Adkins,9.78
4283,Retirement,Mark,AAPL,500,467.8,BUY,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,UBS,"Clements, Roth and Stokes",116.95
4284,Balanced,Karla,WFC,1000,117.06,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,UBS,Park-Andrews,58.53
4285,Retirement,Allison,GS,500,472.66,BUY,2026-07-16,2026-07-18,NYSE,USD,Equity,Financial,JPMorgan,"Brown, Jones and Jones",118.17
4286,Growth,Lauren,CVX,500,209.11,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Energy,Goldman Sachs,Mack-Koch,52.28
4287,Growth,Sandra,PFE,200,390.37,BUY,2026-07-10,2026-07-12,NYSE,USD,Equity,Healthcare,Morgan Stanley,Elliott-Ayers,39.04
4288,ETF,Christine,CVX,500,269.24,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,UBS,"Fischer, Allen and Gomez",67.31
4289,Income,Timothy,TSLA,100,231.31,SELL,2026-07-12,2026-07-14,NASDAQ,USD,Equity,Auto,Morgan Stanley,Morse-Whitehead,11.57
4290,Income,Amanda,TSLA,200,359.11,BUY,2026-07-20,2026-07-22,NASDAQ,USD,Equity,Auto,JPMorgan,Coleman-Carpenter,35.91
4291,Retirement,Jennifer,NVDA,100,201.77,SELL,2026-07-03,2026-07-05,NASDAQ,USD,Equity,Technology,UBS,Farmer-Bray,10.09
4292,ETF,Julie,CVX,100,32.77,SELL,2026-07-16,2026-07-18,NYSE,USD,Equity,Energy,Goldman Sachs,Hawkins-Garcia,1.64
4293,Income,David,CVX,500,257.22,BUY,2026-07-30,2026-08-01,NYSE,USD,Equity,Energy,UBS,Griffin-Lewis,64.31
4294,Income,John,META,1000,27.48,BUY,2026-07-27,2026-07-29,NASDAQ,USD,Equity,Technology,Citi,Pace Group,13.74
4295,Balanced,Ryan,WFC,200,374.78,BUY,2026-07-09,2026-07-11,NYSE,USD,Equity,Financial,Morgan Stanley,"Parsons, Weaver and Shaw",37.48
4296,Retirement,Roy,TSLA,100,155.32,BUY,2026-07-31,2026-08-02,NASDAQ,USD,Equity,Auto,Bank of America,"Preston, Weeks and Ramirez",7.77
4297,Income,Krystal,BAC,100,318.13,BUY,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,Goldman Sachs,Jones PLC,15.91
4298,Income,Brooke,GOOGL,500,476.57,SELL,2026-07-07,2026-07-09,NASDAQ,USD,Equity,Technology,Bank of America,Hansen-Moore,119.14
4299,Income,Gregory,META,200,119.31,BUY,2026-07-29,2026-07-31,NASDAQ,USD,Equity,Technology,Citi,Lang-Perez,11.93
4300,Balanced,Leah,AMZN,200,499.15,BUY,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Consumer,UBS,Curry-Smith,49.91
4301,ETF,Jenna,WFC,200,241.74,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Financial,Goldman Sachs,Hogan and Sons,24.17
4302,Growth,Brian,BAC,200,149.09,SELL,2026-07-13,2026-07-15,NYSE,USD,Equity,Financial,Goldman Sachs,Lang-Johnson,14.91
4303,ETF,Patricia,XOM,100,148.82,SELL,2026-07-27,2026-07-29,NYSE,USD,Equity,Energy,JPMorgan,Grant Inc,7.44
4304,ETF,Keith,GS,100,335.54,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,Morgan Stanley,"Li, Moore and Sherman",16.78
4305,Growth,Todd,META,500,363.32,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Lucero, Moore and Perkins",90.83
4306,Retirement,Sarah,XOM,100,448.67,SELL,2026-07-06,2026-07-08,NYSE,USD,Equity,Energy,Morgan Stanley,Knapp Ltd,22.43
4307,Income,Carl,WFC,1000,306.19,SELL,2026-07-12,2026-07-14,NYSE,USD,Equity,Financial,Morgan Stanley,Erickson and Sons,153.09
4308,Growth,David,GOOGL,200,166.66,BUY,2026-07-18,2026-07-20,NASDAQ,USD,Equity,Technology,Morgan Stanley,"Hanson, Bates and Perez",16.67
4309,Retirement,Cassandra,JPM,100,305.65,BUY,2026-07-24,2026-07-26,NYSE,USD,Equity,Financial,Citi,Gilbert-Wilkinson,15.28
4310,Income,Nina,JNJ,200,183.77,SELL,2026-07-15,2026-07-17,NYSE,USD,Equity,Healthcare,Bank of America,Ellis-Fuller,18.38
4311,Balanced,Whitney,GOOGL,100,165.77,BUY,2026-07-05,2026-07-07,NASDAQ,USD,Equity,Technology,JPMorgan,Murphy-Pierce,8.29
4312,ETF,Susan,MSFT,1000,85.48,BUY,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Technology,Bank of America,Franklin Group,42.74
4313,Retirement,Mariah,PFE,1000,183.57,BUY,2026-07-25,2026-07-27,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Rose, Smith and Brown",91.78
4314,ETF,Colleen,JNJ,500,432.87,SELL,2026-07-17,2026-07-19,NYSE,USD,Equity,Healthcare,Goldman Sachs,"Huerta, Cox and Hill",108.22
4315,Income,Jason,TSLA,100,259.76,BUY,2026-07-23,2026-07-25,NASDAQ,USD,Equity,Auto,Bank of America,Bennett-Roberts,12.99
4316,Retirement,Chelsea,TSLA,200,64.5,BUY,2026-07-16,2026-07-18,NASDAQ,USD,Equity,Auto,JPMorgan,Sullivan-Adams,6.45
4317,Balanced,Corey,AAPL,200,343.4,BUY,2026-07-19,2026-07-21,NASDAQ,USD,Equity,Technology,Goldman Sachs,"Powell, Steele and Simon",34.34
4318,Balanced,Jonathan,WFC,1000,426.92,SELL,2026-07-05,2026-07-07,NYSE,USD,Equity,Financial,Morgan Stanley,"Lee, Hernandez and Sullivan",213.46
4319,Income,Thomas,TSLA,500,291.47,SELL,2026-07-11,2026-07-13,NASDAQ,USD,Equity,Auto,Citi,"Ford, Love and Thompson",72.87
4320,Balanced,Hannah,WFC,1000,303.83,SELL,2026-07-28,2026-07-30,NYSE,USD,Equity,Financial,UBS,Hunter-Gomez,151.91
4321,Income,Mary,META,200,267.08,SELL,2026-07-15,2026-07-17,NASDAQ,USD,Equity,Technology,Bank of America,"Holder, Hawkins and Smith",26.71
4322,Balanced,Laurie,NVDA,1000,442.76,SELL,2026-07-24,2026-07-26,NASDAQ,USD,Equity,Technology,Bank of America,Rios-Wright,221.38
4323,Income,Michael,XOM,100,97.76,BUY,2026-07-02,2026-07-04,NYSE,USD,Equity,Energy,UBS,Brown PLC,4.89
4324,Growth,Cesar,XOM,200,355.37,BUY,2026-07-29,2026-07-31,NYSE,USD,Equity,Energy,JPMorgan,"Gregory, Conner and Thompson",35.54
4325,ETF,Marc,TSLA,200,343.49,SELL,2026-07-30,2026-08-01,NASDAQ,USD,Equity,Auto,Morgan Stanley,Caldwell and Sons,34.35
